,AVP_000_005,AVP_005_015,AVP_015_030,AVP_030_060,AVP_060_100,AVP_100_200,CLY_000_005,CLY_005_015,CLY_015_030,CLY_030_060,CLY_060_100,CLY_100_200,DER_000_999,NTO_000_005,NTO_005_015,NTO_015_030,NTO_030_060,NTO_060_100,NTO_100_200,PHW_005_015,PHW_015_030,PHW_030_060,PHW_060_100,PHW_100_200,PTO_000_005,PTO_005_015,PTO_015_030,PTO_030_060,PTO_060_100,PTO_100_200,SLT_000_005,SLT_005_015,SLT_030_060,SLT_060_100,SLT_100_200,pHc_000_005,pHc_005_015,pHc_015_030,pHc_030_060,pHc_060_100,pHc_100_200
TCATNM0003,13.5,12.25,9.5,3.0,3.25,2.25,14.5,16.75,22.0,33.0,37.75,30.25,1.7527326,0.19942406,0.14765291,0.07939871,0.05104265,0.039948843,0.030606996,5.8,6.1499996,6.4750004,6.975,7.4750004,0.020119898,0.017986273,0.016198283,0.01438565,0.01465462,0.014366477,10.25,10.25,10.5,10.75,10.0,5.2290025,5.2056217,5.349598,5.5941253,5.790855,6.053629
TCATNM0004,11.0,9.75,6.5,3.0,2.75,2.0,14.5,15.75,22.5,32.5,41.0,42.25,20.00187,0.20772088,0.15283275,0.08993813,0.056822024,0.042273358,0.03228668,5.7,6.05,6.4,6.6499996,6.875,0.022997549,0.02048923,0.018115234,0.015853822,0.015650785,0.014876529,9.75,9.5,10.0,11.0,11.0,5.342425,5.285976,5.3945303,5.67729,5.947851,6.196219
TCATNM0005,20.25,17.5,8.5,3.25,3.0,3.0,17.5,18.5,25.0,34.5,36.25,29.5,1.5280725,0.23353444,0.175307,0.09885717,0.06424212,0.039775897,0.030828912,5.975,6.2749996,6.6499996,6.85,7.25,0.017071772,0.015900848,0.014737429,0.01203655,0.012368016,0.012932416,11.25,11.25,11.25,10.75,10.25,5.122534,5.056094,5.1336975,5.343577,5.5610933,5.6719294
TCATNM0006,32.166666666666664,25.5,13.5,4.166666666666667,4.0,3.0,16.166666,18.166666,23.0,36.333332,36.833332,28.666666,3.7509148,0.2684804,0.2030101,0.11527437,0.07578137,0.04786764,0.035617907,6.0333333,6.25,6.783333,7.066667,7.6,0.027130699,0.024620088,0.022614932,0.01962779,0.019803753,0.019247338,10.333333,10.0,10.666667,10.0,9.0,5.5835166,5.569477,5.7828484,6.0679855,6.306541,6.612474
VCAAUA0001,38.0,30.0,18.333333333333332,4.0,6.666666666666667,6.333333333333333,12.333333,14.333333,18.166666,20.5,22.833334,21.166666,3.6918757,0.36564064,0.30161408,0.18415247,0.1076113,0.04506816,0.036215704,4.85,4.983333,5.35,5.4500003,5.5,0.076825626,0.07398128,0.06763984,0.06556484,0.06329001,0.055854972,6.8333335,8.333333,9.0,10.833333,9.0,4.2307315,4.162343,4.170995,4.068872,4.1258583,4.0501466
VCAAUA0002,37.0,29.0,17.333333333333332,4.166666666666667,8.333333333333334,5.833333333333333,13.5,16.0,18.333334,21.5,22.833334,21.166666,4.29393,0.34555945,0.28513578,0.17321198,0.101467974,0.042656954,0.034549337,4.7999997,4.9333334,5.3500004,5.383333,5.433334,0.076450385,0.07346885,0.06728771,0.06631351,0.06336928,0.055694953,6.8333335,8.666667,9.166667,10.5,9.0,4.2548,4.1864676,4.1943817,4.094275,4.1593366,4.0958815
VCAAUA0003,35.25,26.75,13.0,5.0,8.5,7.25,14.0,15.5,18.25,20.0,22.0,19.25,7.76414,0.43784884,0.35966066,0.20893025,0.121097356,0.0480058,0.037936974,4.875,5.05,5.225,5.3250003,5.3500004,0.08250516,0.079449035,0.07171356,0.067607015,0.06516375,0.058100328,8.0,9.0,9.0,10.25,9.0,4.1619816,4.0930805,4.123209,4.116088,4.1755357,4.0941224
VCAAUA0004,42.166666666666664,32.833333333333336,18.166666666666668,5.5,8.0,3.5,13.666667,14.833333,18.5,21.833334,24.166666,23.333334,3.3708878,0.36272386,0.2968491,0.18138824,0.10490426,0.04793081,0.0380019,4.9666667,5.0833335,5.2833333,5.366667,5.383333,0.07536632,0.07251651,0.06707093,0.06626235,0.06352773,0.05643111,8.666667,9.166667,9.833333,11.0,9.833333,4.230298,4.1615667,4.1673956,4.058824,4.111525,4.030166
VCAAUA0005,39.5,30.166666666666668,14.166666666666666,4.5,6.166666666666667,3.3333333333333335,12.0,14.0,18.833334,21.666666,23.333334,23.166666,3.3884962,0.33741328,0.27651235,0.16209899,0.09329694,0.042661656,0.033863045,4.933333,5.0666666,5.4,5.4,5.433333,0.0766358,0.07355399,0.06724119,0.06345319,0.060869828,0.053350415,7.5,8.833333,9.833333,11.0,9.666667,4.292006,4.223704,4.229559,4.126637,4.187228,4.1186624
VCAAUA0006,47.5,37.5,22.5,10.333333333333334,10.0,6.0,16.833334,19.333334,21.5,22.333334,22.666666,20.333334,7.772749,0.4223244,0.3510671,0.21234411,0.12755303,0.047277074,0.038329754,4.983333,4.95,5.2666664,5.233333,5.3166666,0.11684439,0.11278995,0.10247681,0.09501027,0.091643535,0.08197361,9.333333,11.166667,9.0,9.833333,9.0,4.0606446,3.9940531,4.0296407,4.057139,4.1321125,4.0646415
VCAAUA0007,39.25,30.75,17.0,8.25,8.25,3.25,13.75,15.5,16.75,21.25,22.5,22.0,5.2233515,0.3557147,0.29305342,0.1787088,0.10722312,0.045665156,0.03723424,4.825,4.95,5.3500004,5.4249997,5.4,0.07900448,0.076191515,0.06889017,0.06893512,0.06853481,0.061792567,7.0,8.25,9.5,10.25,9.0,4.0307207,3.9626427,3.993627,4.006193,4.0781584,4.0096755
VCAAUA0008,42.5,35.0,22.0,11.0,8.5,4.75,13.5,15.0,17.25,21.5,22.5,21.75,2.9675977,0.36064416,0.29777277,0.1841292,0.11048886,0.04935374,0.039985675,4.8500004,5.05,5.325,5.4,5.3500004,0.076163106,0.07345615,0.06692605,0.06965091,0.06958289,0.06321059,7.5,8.5,9.5,10.75,9.5,4.034692,3.9661567,3.9974976,4.0007687,4.066658,3.9861102
VCAAUA0009,48.75,36.0,16.25,7.75,11.75,4.5,15.0,16.0,20.0,23.5,24.5,24.75,4.1605163,0.35007522,0.28678504,0.17220835,0.10031493,0.047252677,0.03790228,4.9750004,5.1499996,5.35,5.325,5.275,0.07407299,0.0711575,0.06615384,0.065064475,0.06296864,0.055408843,9.0,10.0,10.25,11.0,10.0,4.346426,4.2771606,4.2732797,4.129367,4.176005,4.087779
VCAAUA0010,44.666666666666664,33.666666666666664,17.5,7.0,9.333333333333334,5.666666666666667,14.0,15.5,19.333334,22.5,23.666666,24.0,2.73644,0.3810766,0.31249425,0.18761432,0.11021642,0.0513857,0.041213054,4.983333,5.1,5.3999996,5.433333,5.633333,0.07533527,0.07253336,0.06574143,0.063958,0.063831106,0.057189394,8.833333,9.666667,10.0,11.0,10.0,4.0517235,3.98227,4.0156407,4.0136886,4.0786457,3.9972718
VCAAUA0011,65.0,49.333333333333336,20.833333333333332,10.5,9.333333333333334,5.666666666666667,18.0,20.0,22.0,28.833334,30.166666,30.0,10.203415,0.37136447,0.30281436,0.16814838,0.09646056,0.04264654,0.032856535,5.15,5.2333336,5.4166665,5.383333,5.5833335,0.12644516,0.12249883,0.11182191,0.09828333,0.0938343,0.0857501,11.666667,11.833333,11.666667,12.0,11.0,4.2890325,4.220389,4.237061,4.148361,4.2208676,4.1436896
VCAAUA0012,59.5,44.5,17.75,5.25,10.5,5.25,17.5,19.75,22.5,28.25,28.5,26.5,5.768991,0.40295988,0.32846814,0.18210761,0.10359823,0.040713206,0.03125076,5.0,5.075,5.4,5.375,5.6,0.08965318,0.08610124,0.0761904,0.0681503,0.06425485,0.057448056,11.0,11.0,11.0,11.0,10.0,4.2083564,4.1403065,4.166103,4.1266127,4.202356,4.1238856
VCAAUA0013,37.166666666666664,29.0,20.0,11.0,16.166666666666668,7.166666666666667,17.166666,17.5,19.333334,22.0,27.0,29.333334,2.6474755,0.27720854,0.22842042,0.13657005,0.08527278,0.041933432,0.033940274,5.183333,5.1666665,5.3833337,5.6666665,6.15,0.045855496,0.044033024,0.0387747,0.037079867,0.03611256,0.032568336,10.833333,11.0,10.0,12.0,11.0,4.1947474,4.1596675,4.2058206,4.2773395,4.382109,4.328844
VCAAUA0014,38.5,30.5,20.5,11.5,15.5,8.0,17.5,18.0,19.75,22.75,28.25,30.25,3.597039,0.23306295,0.18692565,0.11990663,0.072855964,0.038823478,0.03103777,5.1749997,5.1499996,5.35,5.675,6.175,0.047525845,0.045551427,0.04045037,0.03733039,0.036575932,0.032754514,11.5,11.75,10.0,12.0,11.0,4.012408,3.976225,4.0099087,4.0578313,4.1638827,4.1075025
VCAAUA0015,39.833333333333336,32.166666666666664,20.5,12.166666666666666,17.5,10.166666666666666,17.5,16.0,18.166666,24.0,28.333334,28.166666,1.8258333,0.27900124,0.22669013,0.12427246,0.07398019,0.03984347,0.031395387,5.2166667,5.183333,5.4499993,5.6499996,5.9666667,0.037054848,0.035531055,0.031624664,0.030887188,0.03048209,0.027505703,12.0,10.5,11.333333,12.666667,11.0,4.0476522,4.008487,4.051268,4.070105,4.1471186,4.0535607
VCAMDD0001,26.75,23.25,7.5,4.5,6.25,4.25,8.75,9.25,11.25,15.25,19.25,22.75,176.1236,0.050815918,0.045794383,0.03301483,0.02412904,0.019685095,0.01763417,7.8500004,7.95,7.9750004,7.8,8.25,0.023448465,0.022629011,0.020248242,0.01770172,0.016472548,0.015118597,5.75,6.0,7.75,8.25,8.25,7.1496363,7.204802,7.465737,7.7080207,7.8465962,8.023695
VCAMDD0002,23.5,20.25,6.0,4.0,5.5,4.0,8.25,8.75,12.75,16.5,21.0,19.0,185.22142,0.063824795,0.05729777,0.04233636,0.029956425,0.02285529,0.019828316,7.5,7.9,8.25,8.224999,8.3,0.020338597,0.019595612,0.017531775,0.015563721,0.015749242,0.01472663,5.75,6.0,8.25,9.25,8.0,7.188649,7.2441816,7.5119057,7.7651925,7.919595,8.094753
VCAMDD0003,20.5,17.5,6.0,4.0,6.0,4.0,7.75,8.75,11.75,15.25,22.0,19.0,185.84933,0.053701572,0.04861232,0.033124913,0.023806747,0.019442251,0.017372578,7.875,8.05,8.325,8.3,8.275,0.020464085,0.01977504,0.017717559,0.015862739,0.015549404,0.014179203,5.75,5.75,7.75,9.0,8.0,7.1642065,7.222646,7.4851823,7.697756,7.8575044,8.026039
WAAAVW0001,2.3333333333333335,2.1666666666666665,2.8333333333333335,2.1666666666666665,3.0,2.0,9.166667,9.833333,11.666667,13.333333,14.833333,13.833333,13.681172,0.055695977,0.047912847,0.03291926,0.023164926,0.019561933,0.018082242,6.1666665,6.2333336,6.4833336,6.383333,6.2833333,0.009997629,0.009297851,0.007824671,0.007228559,0.0071476568,0.007109046,3.3333333,3.6666667,4.8333335,4.6666665,6.1666665,5.2515483,5.301016,5.3707747,5.4086785,5.641983,5.635641
WAAAVW0002,2.0,2.0,3.0,3.0,3.0,2.0,9.0,9.5,11.25,14.5,15.25,14.5,16.952011,0.05643601,0.048512362,0.02991756,0.02099269,0.0150149865,0.013868983,5.825,6.175,6.475,6.2999997,6.175,0.009006909,0.008383917,0.007070653,0.006873645,0.006834167,0.0068318495,4.0,4.25,4.75,6.0,6.75,5.174599,5.2254024,5.3007946,5.3491807,5.587443,5.584304
WAAAVW0003,3.25,3.5,8.75,13.5,9.5,8.25,6.0,6.5,9.75,11.75,18.75,16.25,2.4808095,0.11867522,0.09527539,0.044196256,0.025504826,0.020650556,0.017849484,6.125,6.25,6.35,6.375,6.5,0.015190244,0.013461547,0.010253268,0.009053464,0.009215748,0.00865385,4.5,4.75,6.0,8.0,7.0,4.9735417,5.0294704,5.0705786,5.1378865,5.2988615,5.576835
WAAAVW0004,3.0,3.0,7.75,12.75,10.0,7.75,6.25,7.0,10.0,12.0,15.25,15.0,3.3762627,0.1213723,0.09749849,0.045450896,0.026300926,0.021091202,0.018123852,6.2250004,6.325,6.4249997,6.5,6.5,0.015672265,0.013885573,0.010539908,0.009358501,0.009410172,0.008833521,5.0,5.0,7.0,8.0,7.0,4.992517,5.0487847,5.094799,5.1857696,5.353326,5.629764
WAAAVW0005,5.5,5.333333333333333,4.0,3.0,3.5,3.0,12.833333,14.0,19.333334,22.833334,22.333334,20.666666,13.0652,0.049850862,0.043637544,0.031994928,0.023918949,0.01907787,0.017114796,6.1166663,6.566666,7.0,7.1666665,7.1499996,0.016510876,0.015685026,0.014217134,0.013307822,0.0134479245,0.012882527,8.0,8.166667,10.0,9.666667,8.0,5.516642,5.542093,5.6646476,5.8082485,5.9793763,6.1337113
WAAAVW0006,5.25,5.0,4.0,4.0,3.75,3.5,11.5,11.75,16.5,20.5,22.25,20.0,10.377536,0.047998574,0.0419024,0.028617177,0.021189623,0.015930016,0.014338715,5.5999994,6.0,6.5000005,6.7749996,6.875,0.01434553,0.013639142,0.012289418,0.011926692,0.012191389,0.01178498,7.5,8.0,9.25,9.0,8.0,5.1714363,5.1750326,5.267468,5.285353,5.4256,5.565664
WAAAVW0007,7.0,6.75,5.0,4.75,4.5,4.25,8.0,8.5,11.5,14.0,18.5,15.25,20.788826,0.05313855,0.046393923,0.03254153,0.024093188,0.018299544,0.016387697,5.6,5.875,6.05,6.0,6.2000003,0.015302487,0.014533847,0.013144905,0.012731423,0.0130213825,0.012624839,5.5,5.5,7.0,8.0,7.0,5.5693507,5.5930805,5.733598,5.897496,6.0538907,6.1826067
WAACAR0001,7.0,6.0,3.0,2.0,2.0,2.0,9.5,10.25,12.0,15.5,19.25,11.0,43.118137,0.04932696,0.04329499,0.034225132,0.026083805,0.021168586,0.01935349,8.2,8.025001,7.9500003,8.15,7.35,0.03417975,0.03293652,0.029821342,0.028434582,0.029165458,0.027828814,6.0,6.0,8.25,8.5,6.5,5.5995746,5.636791,5.787902,6.0161786,6.2377048,6.547313
WAACAR0002,5.833333333333333,5.0,3.0,2.0,2.0,2.0,7.6666665,8.166667,9.166667,10.833333,15.0,8.5,35.132004,0.052042674,0.045616295,0.0350891,0.026518889,0.02141077,0.01941956,8.55,8.05,8.066667,8.266666,7.816667,0.035355173,0.034057684,0.030906111,0.029452676,0.030113546,0.028683102,5.0,5.0,6.6666665,7.6666665,5.1666665,5.5401616,5.5804,5.7289386,5.9727693,6.2085724,6.4899464
WAACAR0003,4.75,4.0,2.0,1.0,1.0,1.0,4.25,4.75,5.0,5.0,7.25,6.0,39.857887,0.05659509,0.049783573,0.037085187,0.02806219,0.021129146,0.01897591,8.175,7.8500004,7.825,8.025001,7.675,0.03443534,0.033107348,0.02973238,0.027922217,0.02872924,0.02726381,2.25,2.75,3.5,4.25,3.75,5.4195457,5.44573,5.5590043,5.680322,5.8702464,6.1341453
WAACAR0004,9.0,7.0,4.0,2.0,3.0,2.25,9.25,9.25,10.0,13.0,13.5,11.25,7.016237,0.044710606,0.039725777,0.03176052,0.025379863,0.019124899,0.017817216,8.1,7.7749996,7.75,7.55,7.3,0.025937391,0.025287123,0.02321381,0.022406623,0.023041304,0.022123441,5.75,5.5,7.0,7.0,6.0,5.463228,5.4886446,5.6385646,5.8495045,6.0302057,6.2928557
WAACEK0001,5.0,4.5,3.0,2.0,2.0,2.0,10.0,10.0,11.0,15.75,20.75,21.5,11.95281,0.053228725,0.04899683,0.038684946,0.03069671,0.0235245,0.022110866,6.3,6.2,6.3,6.3,6.2,0.019015409,0.018358458,0.016995251,0.016034702,0.016006853,0.016180921,7.0,6.0,6.5,8.0,9.0,5.2859344,5.2908316,5.3756757,5.4147806,5.574357,5.7650294
WAACEK0002,5.0,4.25,3.0,2.0,2.0,2.0,12.0,14.25,15.0,16.5,20.75,24.75,17.87082,0.058788903,0.054063607,0.047220837,0.037346907,0.03028195,0.028753491,5.95,6.425,6.525,6.7749996,6.7250004,0.023837987,0.022964876,0.02149384,0.01992755,0.020025495,0.020513412,7.25,8.0,7.75,8.75,9.0,5.5179653,5.5397296,5.647548,5.8920455,6.1044297,6.3213696
WAACEK0003,13.833333333333334,11.5,5.333333333333333,4.333333333333333,3.0,2.0,13.166667,15.166667,18.166666,22.5,24.333334,26.166666,2.488836,0.059432585,0.05433048,0.043454733,0.034301188,0.02674699,0.02507025,5.6000004,6.6,6.716667,6.9500003,7.133333,0.023510212,0.022840315,0.02171222,0.020468399,0.020370005,0.020635074,8.333333,9.0,10.0,10.0,10.0,5.25556,5.270012,5.3723187,5.521053,5.7088714,5.9491677
WAACOO0001,3.3333333333333335,3.1666666666666665,2.8333333333333335,2.0,2.0,2.0,8.0,9.166667,10.333333,13.166667,14.0,16.5,21.016153,0.05531087,0.04795262,0.0319135,0.022863915,0.018369557,0.017256308,6.833334,7.0,7.133333,6.8500004,6.2999997,0.009668382,0.009024647,0.007917828,0.007533686,0.00742756,0.007302519,3.6666667,3.6666667,4.5,4.3333335,6.6666665,5.7451415,5.796673,5.90293,6.068405,6.2640395,6.337166
WAACOO0003,3.6666666666666665,3.0,2.1666666666666665,2.0,2.0,2.0,9.0,10.333333,13.166667,17.333334,16.5,14.833333,26.630964,0.066547595,0.057833638,0.042743087,0.030716406,0.023351908,0.0214549,6.6999993,6.8666663,6.966667,6.5333333,6.116667,0.012581251,0.011886351,0.010649624,0.010001879,0.00963522,0.009288059,5.0,5.5,7.3333335,6.6666665,6.6666665,6.50058,6.564568,6.7072983,6.8615932,7.019317,7.0290265
WAACOO0004,4.5,3.75,2.5,2.0,2.0,2.0,10.25,13.0,17.5,20.0,17.0,15.0,23.698286,0.06584782,0.05735836,0.044104714,0.0317778,0.025480697,0.02339064,6.95,7.125,7.3,7.0000005,6.425,0.013585531,0.012813201,0.011427051,0.010722022,0.01031981,0.009896172,6.0,7.25,7.5,6.5,6.5,6.3290114,6.3899775,6.511589,6.6117945,6.788436,6.810666
WAACOO0005,4.5,3.75,3.0,2.0,2.0,2.0,12.0,12.0,14.25,24.25,15.25,19.0,8.664665,0.06272189,0.054464497,0.039957274,0.028702855,0.02300554,0.02126659,7.55,7.7,7.9750004,7.85,7.425,0.012013353,0.011266287,0.009971818,0.009332282,0.009098184,0.008885337,8.0,7.25,9.5,6.75,7.5,6.1425295,6.193489,6.3342156,6.3679047,6.5458016,6.5691476
WAACOO0006,3.75,3.25,2.0,2.0,2.0,2.0,10.25,11.75,13.75,17.0,17.0,17.0,18.45105,0.05262386,0.04577703,0.033791497,0.024296151,0.018683542,0.017165182,7.025,7.125,7.25,6.675,6.15,0.010550214,0.0099124,0.008753737,0.008401996,0.008156224,0.008057242,6.0,6.25,7.0,7.0,7.0,5.791692,5.8266115,5.9327083,6.0329547,6.259057,6.3060927
WAACOO0007,6.5,6.25,3.25,3.0,2.5,2.75,12.25,14.5,20.75,25.25,21.25,19.75,20.100233,0.058986448,0.05144689,0.039079946,0.028083952,0.022688068,0.021030225,7.675,7.7749996,8.0,7.7,6.625,0.010289505,0.009651805,0.008547952,0.008091691,0.00789376,0.007750232,7.75,8.0,9.0,8.0,7.0,6.2093935,6.2638807,6.4232826,6.6109104,6.81427,6.8458667
WAACOO0008,6.0,5.5,3.0,2.5,2.0,2.0,11.75,12.5,18.0,23.5,20.0,21.0,16.060753,0.065115124,0.05730815,0.037841424,0.028221672,0.026109554,0.024704594,7.7749996,7.7250004,7.8500004,7.7250004,7.025,0.019377396,0.018302944,0.016127594,0.0151069695,0.014635563,0.014250669,7.75,8.0,8.75,8.5,7.5,6.0125055,6.065964,6.2339697,6.3932548,6.5510406,6.554451
WAACOO0009,7.833333333333333,6.166666666666667,4.166666666666667,3.0,2.3333333333333335,2.6666666666666665,11.5,13.0,16.666666,19.833334,20.0,25.333334,7.856735,0.0510331,0.04442017,0.03153448,0.022671975,0.018673401,0.01755103,7.516667,7.616667,7.9166675,7.7833333,7.2999997,0.010725577,0.010001286,0.009037591,0.008742063,0.008574472,0.008239488,8.333333,8.5,9.5,9.666667,9.166667,5.957493,6.006386,6.170447,6.307434,6.496275,6.5224304
WAACOO0010,7.0,6.0,3.75,3.0,2.0,3.0,8.25,9.25,12.25,17.75,20.25,24.0,6.083829,0.050873846,0.044425882,0.0317406,0.023236096,0.019242827,0.018139156,7.375,7.525,7.8,7.7,7.1000004,0.011946447,0.011160074,0.010193121,0.009806336,0.009630883,0.00927942,6.0,6.25,9.0,9.25,9.0,5.8455677,5.895475,6.0658937,6.313748,6.528165,6.573365
WAACOO0011,9.333333333333334,8.0,4.5,3.0,2.5,2.0,8.5,10.5,15.166667,18.166666,16.666666,23.333334,16.050032,0.054077536,0.0472946,0.030996712,0.022096023,0.017203853,0.015888197,7.7000003,7.6666665,7.883333,7.6666665,7.1,0.0131631,0.012347694,0.011134729,0.010297765,0.0101954425,0.009793446,5.8333335,6.6666665,8.666667,8.5,8.5,6.4638133,6.5405297,6.772839,7.0482106,7.2397447,7.251364
WAACOO0012,8.0,6.5,4.25,3.0,2.0,3.0,11.25,13.0,16.0,19.25,19.75,25.75,9.791886,0.04728317,0.04129182,0.02867617,0.020797558,0.017046804,0.015980616,7.525,7.525,7.8,7.675,7.05,0.0110939685,0.010364401,0.009417922,0.008795817,0.008629043,0.008298971,9.0,9.0,9.25,9.25,9.25,5.9998994,6.0602765,6.2519593,6.4937224,6.718661,6.7585535
WAACOO0016,4.0,3.25,3.0,2.0,2.0,2.0,7.0,8.0,8.25,10.25,11.75,16.0,17.978973,0.049942512,0.043319743,0.02923301,0.02097037,0.01654268,0.015525203,6.55,6.65,6.7749996,6.35,5.7249994,0.009645375,0.008985879,0.008028636,0.007684689,0.007637608,0.007544818,2.0,2.0,2.75,3.25,6.0,5.3311176,5.3532753,5.4597774,5.595404,5.7900276,5.8235745
WAACOO0017,4.333333333333333,3.5,2.5,1.8333333333333333,2.0,1.8333333333333333,8.166667,8.833333,9.833333,12.0,13.5,17.5,15.913976,0.050644252,0.04398434,0.02976223,0.02126442,0.015717708,0.014642026,6.4,6.65,6.7833333,6.25,5.5499997,0.008990073,0.008378983,0.0075183525,0.0072379187,0.007150957,0.0070975902,3.1666667,3.6666667,4.3333335,4.6666665,6.8333335,5.3837523,5.408558,5.5177608,5.6045012,5.7907767,5.816326
WAACOO0018,4.666666666666667,4.0,3.0,2.0,2.0,2.0,8.0,8.833333,9.833333,11.333333,13.333333,18.5,22.846472,0.052288305,0.045388978,0.030992724,0.022282608,0.017311057,0.016234867,6.6166663,6.6499996,6.8833337,6.4666657,5.816667,0.009268882,0.008631078,0.007670332,0.007244662,0.0071805674,0.007144323,4.3333335,4.6666665,5.0,5.0,7.0,5.4851303,5.51271,5.629934,5.764864,5.9637637,5.9850135
WAACOO0019,4.833333333333333,4.0,3.0,2.0,2.0,2.0,8.166667,9.166667,10.166667,13.333333,14.666667,17.5,22.154802,0.04426593,0.038677443,0.02606418,0.018901326,0.015264911,0.014363972,6.7000003,6.8500004,7.066666,6.616667,5.933334,0.010091851,0.009404797,0.008356013,0.007765558,0.0076435558,0.0075068385,4.0,4.0,5.1666665,5.1666665,6.6666665,5.7605987,5.810076,5.9788036,6.2754493,6.5183005,6.5654483
WAACOO0020,9.0,7.166666666666667,3.5,2.5,2.5,2.1666666666666665,16.166666,17.666666,20.166666,23.0,23.166666,19.833334,17.886343,0.04299346,0.038039383,0.028438471,0.02161277,0.01765106,0.016476875,7.8500004,7.75,7.7833333,8.233334,7.25,0.016151085,0.0150311785,0.013762829,0.01327099,0.01328839,0.0131479995,10.666667,10.0,10.0,10.0,7.0,5.7814727,5.8122525,5.943777,6.084145,6.2415986,6.3640003
WAACOO0021,6.75,5.75,3.0,2.0,2.0,1.0,17.0,18.25,20.25,25.25,26.25,19.0,15.632942,0.041675903,0.03688407,0.02741165,0.020860605,0.01715578,0.016032254,7.625,7.825,7.8,8.3,7.1,0.015206281,0.014154938,0.012992933,0.012559863,0.012572938,0.01248002,11.0,11.0,10.75,10.75,7.0,5.6812253,5.710478,5.8341894,5.9406576,6.1016273,6.227585
WAACOO0022,8102.5,8101.166666666667,8098.666666666667,8097.5,8097.5,8097.0,18.2,19.2,21.4,24.8,24.8,18.4,17.42132,0.042204954,0.03734751,0.027578356,0.020901028,0.018166045,0.016881792,7.78,7.6800003,7.8,8.24,7.3,0.0161543,0.015011039,0.013694508,0.01297239,0.013017957,0.012907301,12.8,12.8,11.6,9.6,7.0,5.786925,5.8202534,5.957381,6.109691,6.2849064,6.4161363
WAACOO0023,7.75,6.5,3.0,1.25,1.5,1.25,15.75,17.0,19.75,22.25,23.75,18.25,14.349793,0.043447584,0.038476635,0.028463114,0.021577545,0.017867584,0.01655429,7.7,7.55,7.7750006,8.25,7.2999997,0.015644567,0.0145349465,0.013224436,0.012561223,0.01267832,0.012550699,11.25,11.0,10.0,9.5,7.0,5.8300977,5.8667912,6.0060363,6.1755133,6.35309,6.4843416
WAACOO0024,8.166666666666666,6.5,3.3333333333333335,2.0,2.0,1.8333333333333333,13.666667,14.333333,14.666667,17.0,19.0,16.166666,13.325946,0.040771034,0.036120046,0.027319439,0.020791171,0.017751718,0.016373789,6.7666664,6.8166676,7.133333,7.516667,6.7166667,0.015705382,0.014585111,0.013342456,0.012472303,0.012487316,0.012342573,8.5,8.666667,8.333333,7.3333335,6.6666665,5.866857,5.900926,6.0359426,6.1583385,6.315809,6.431505
WAACOO0025,10.0,8.0,3.75,2.0,2.0,2.0,13.75,14.5,18.0,18.75,22.0,16.25,9.953522,0.045105916,0.03996166,0.031807393,0.024011098,0.021698687,0.019823125,7.8,7.7749996,7.85,8.175,7.375,0.01990774,0.018561274,0.01700537,0.016054343,0.016709318,0.016683929,8.75,9.25,8.75,9.25,7.0,5.8357577,5.866259,5.9851866,6.0607057,6.201352,6.2947655
WAACOO0026,6.25,4.75,3.0,2.0,2.0,2.0,5.75,6.25,6.5,7.5,9.5,19.0,13.773639,0.039495535,0.034762476,0.0268218,0.02012164,0.01476563,0.0138126165,6.425,6.675,6.925,7.0249996,6.325,0.008919091,0.008326219,0.0076994062,0.007571765,0.007503322,0.0074395626,2.25,2.5,2.0,2.0,7.0,5.574079,5.5941563,5.7067113,5.695813,5.841297,5.905347
WAACOO0027,6.5,5.0,3.0,2.0,2.0,2.0,5.0,5.75,6.0,7.0,9.0,17.25,15.119833,0.034420956,0.030543132,0.024445307,0.018512823,0.01429375,0.013374483,6.55,6.825,7.05,7.05,6.6,0.012231819,0.011416999,0.01051183,0.010004437,0.010004652,0.009869395,2.0,2.0,2.25,2.25,7.0,5.654561,5.677865,5.7922406,5.816611,5.975054,6.046054
WAACOO0028,6.0,5.0,3.0,2.0,2.0,2.0,6.0,6.25,7.25,8.75,11.75,20.75,13.175725,0.038064554,0.033644743,0.026224224,0.019724652,0.014602141,0.013504241,6.425,6.7249994,6.925,7.05,6.2999997,0.0093189655,0.008695781,0.008023597,0.00772842,0.0076581994,0.007606936,3.0,2.75,3.25,3.5,7.25,5.824924,5.8493195,5.96977,5.969981,6.1169424,6.1779923
WAACOO0029,6.0,5.0,3.0,2.0,2.0,2.0,5.75,6.0,6.5,7.25,9.0,17.5,11.695072,0.041773327,0.036843486,0.027061995,0.020314086,0.015834022,0.014781401,6.3,6.65,6.9,7.025,6.325,0.009695309,0.009036675,0.008311572,0.008025657,0.007929577,0.0077837007,2.25,2.0,2.0,1.75,7.0,5.558609,5.577162,5.681796,5.761092,5.940407,6.031409
WAACOO0030,26.25,23.5,9.75,4.25,5.5,5.25,25.75,26.5,31.0,35.25,38.0,29.5,6.4311423,0.07895759,0.06896722,0.04742796,0.034400027,0.025876641,0.022624185,8.525,8.675001,8.725,8.8,8.625,0.035072,0.033456456,0.030080846,0.026039632,0.024801055,0.022179283,14.75,14.5,13.5,13.75,10.0,6.7549553,6.8331294,7.0819087,7.3592525,7.55601,7.763109
