"","soil.char.site_unique","soil.char.site_location_name","soil.char.site_location_visit_id","soil.char.upper_depth","soil.char.lower_depth","soil.char.horizon","soil.char.texture_grade","soil.char.texture_qualifier","soil.char.texture_modifier","soil.char.colour_when_moist","soil.char.colour_when_dry","soil.char.mottles_colour","soil.char.mottles_abundance","soil.char.mottles_size","soil.char.segregations_abundance","soil.char.segregations_size","soil.char.segregations_nature","soil.char.segregations_form","soil.char.comments","soil.char.collected_by","soil.char.smallest_size_1","soil.char.smallest_size_2","soil.char.effervescence","soil.char.ec","soil.char.ph","soil.char.pedality_grade","soil.char.pedality_fabric","soil.char.next_size_type_2","soil.char.next_size_type_1","soil.char.smallest_size_type_2","soil.char.smallest_size_type_1","soil.char.next_size_2","soil.char.next_size_1","soil.char.layer_barcode"
"1437","WAACOO0027-53455","WAACOO0027",53455,0.3,0.4,"NC","S","NC","Z",NA,"10YR7/8","n/a","0","n/a","NC","NC","NC","NC","[Note this plot's soils were put through a 2mm sieve; this separated organic matter and termite clods, and any rocks.] 

PIT:  Near SW corner. Open area amongst Triodia and near base of mallee. Surface sand, with a light crust and some cryptogam; litter 20%.  

",9,"11",NA,"N",NA,NA,"G","G","NC","NC","NC","NC",NA,"11","WAA050488"
"1438","WAACOO0023-53448","WAACOO0023",53448,0.4,0.5,"","SCL","NC","Z","","2.5YR5/6","NC","NC","NC","NC","NC","NC","NC","[NOTE ON FINE-EARTH/NON FINE EARTH PROPORTIONS. Percent clay is grossly indicative only, and not based on ribbon length. Percentages of components are relative in the order: “whole matrix = 100%” of which rock is given as a direct proportion; sand and silt are direct percentages of “whole matrix – proportion rock”; clay is then a direct pro-rata sub-component of the sand + silt fraction.]

All soil an upper loose mudstone matrix with rocks embedded in a silt-sand fill, progressing to a calcic agglomerate/hardpan. It is possible mottles are abraded saprolite or rock, as they were dispersed in the sample. (Mudstone implies rocks within a loose non-rock matrix). Rocks include quartz, greenstone and ironstone; subangular & rhombic/polyhedral. Termite galleries common. 

PIT:
Open ground several metres from Atriplex and Eucalypts. Sand has about 4/10 ~2mm particles. 
0-10cm  Some surface litter. Loosely packed components; reddish brown; rock 0.3 to 2.0cm, mode 0.8cm; packing matrix >=60% sand: <=40%silt; (of which <15% may be clay). Some feeder roots. Termite galleries common. 
10-20cm loosely packed; reddish brown; rock 0.3 to 2.0cm, mode 0.9cm; packing matrix <70% sand: >30%silt; (of which <15% may be clay). Organic material and most lateral (to 3cm) and feeder roots. Termite galleries common. 
20-30cm lighter brown; mixed rock mudstone of 0.3 to 3cm rocks, mode 1.0cm; packing matrix >70% sand: <30%silt; (of which <15% may be clay). Scarce feeder roots. Termite galleries common. 
30-40cm lighter brown; packing matrix >70% sand: <30%silt; (of which <15% may be clay). Mixed rock mudstone of 0.3 to 4cm rocks, mode 1-2cm, more common 15 (to 30)%. Some termite galleries. 
40-50cm lighter brown; mixed rock packstone/mudstone of 0.3 to 5cm rocks, mode 1-2cm, more common 15 (to 30)%; packing matrix >70% sand: <30%silt; (of which <15% may be clay). Some termite galleries. 
50-60cm  Limit of sampling. Lighter brown; mixed rock packstone/mudstone of 0.3 to 5cm rocks, mode 1-2cm, more common 15 (to 30)%; packing matrix >70% sand: <30%silt; (of which >20% may be clay, coherent plastic). Calcrete cap at 60cm. 
60-70cm  Not sampled; packstone/aggregate comprising calcic matrix, and quartz, greenstone and ironstone rocks. 
",9,"11",NA,"S",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","WAA050628"
"1439","NSABHC0023-57099","NSABHC0023",57099,0.2,0.3,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 051307"
"1440","NTAGFU0039-53686","NTAGFU0039",53686,0.2,0.3,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Pit to 1.1 m. Pit and primary subsites in NW corner.",2,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NTA  052254"
"1441","NTAFIN0032-53750","NTAFIN0032",53750,0,0.45,"A1","LS",NA,NA,"2.5YR36","2.5YR48","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",0.13,5.4,"V","E","NC","NC","NC","NC",NA,"11","NTA 051106"
"1442","QDAMGD0014-53497","QDAMGD0014",53497,0.7,0.8,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"N",1.74,8.1,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   051324"
"1443","QDAMGD0008-53493","QDAMGD0008",53493,0.7,0.8,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"N",1.94,8.7,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   051130"
"1444","WAAHAM0004-56942","WAAHAM0004",56942,0.55,1,"","CS","NC","NC","5YR56","","NC","NC","NC","1","2","K","N","Microrelief: Rabbit diggings and kangaroo scrapes.",2,"11",NA,"V",2.95,9.2,"V","E","NC","NC","NC","NC",NA,"11","WAA  051937"
"1445","SAASTP0028-53740","SAASTP0028",53740,0.2,0.3,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","SAA050672"
"1446","SAAFLB0005-58618","SAAFLB0005",58618,0,0.05,"A1","SL","-","NC","7.5YR 2.5/1","7.5YR 3/4","n/a","0","n/a","1","2","H","R",NA,31,"1",NA,"M",0.148,7.86,"M","NC","NC","PO","NC","GR",NA,"2","SAA000665"
"1447","WAACOO0025-53452","WAACOO0025",53452,0.3,0.4,"","CS","NC","Z","","5YR56","P","1","1","NC","NC","NC","NC","[NOTE ON FINE-EARTH/NON FINE EARTH PROPORTIONS. Percent clay is grossly indicative only, and not based on ribbon length. Percentages of components are relative in the order: “whole matrix = 100%” of which rock is given as a direct proportion; sand and silt are direct percentages of “whole matrix – proportion rock”; clay is then a direct pro-rata sub-component of the sand + silt fraction.] Pit: Rocks to 20% vol in at least upper 0-30cm, typically 0.3-2.5cm (mode 0.5-0.7cm; rocks polyhedral and platy sub-angular, of greenstone and other diverse origins; soil typically a mudstone (to packstone) matrix with rocks amongst finer particles; clay >=15-30% plastic, even higher at 60cm; sand <=70%:silt (incl clay) - surface slightly siltier; most scattered roots in upper 20cm; pit halted at 60cm due to packstone; rocks increasingly inter-bedded +/- cemented. Obs holes particles similar to pit. Roots typically fine feeders and thin laterals of 2-3mm diam. Mottles calcic &/or saprolitic. Gravel bulk density likely better reflected by BD No. 2. ",9,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","WAA050562"
"1448","SAAFLB0030-53506","SAAFLB0030",53506,0,0.15,"A1","NC","NC","NC","7.5YR46","","NC","NC","NC","NC","NC","NC","NC","Pit in SE corner. Subsites 1-5 in SE corner. Pit to 30cm. Auger to 1.0m.",2,"11",NA,"N",4.43,10.7,"NC","NC","NC","NC","NC","NC",NA,"11","SAA 000089"
"1449","NTAFIN0013-53633","NTAFIN0013",53633,0.15,0.4,"B1","SCL",NA,"F","2.5YR46","5YR58","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",0.02,7.2,"V","E","NC","NC","NC","NC",NA,"11","NTA052706"
"1450","NSTSYB0005-58501","NSTSYB0005",58501,0,0.28,NA,"CS","NC","NC","7.5YR46",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit and subsites 1 - 5 in SE corner. Fire scars prominent throughout site.",2,NA,NA,"N",0,4.7,"G","G","NC","NC","NC","NC",NA,NA,"NST004099"
"1451","QDASSD0004-56913","QDASSD0004",56913,0,0.06,"A11","S","n/a","n/a",NA,NA,"n/a","0","n/a","0","n/a","n/a","n/a",NA,2,"11",NA,"N",0.04,6,"G","G","NC","NC","NC","NC",NA,"11","QDA   052921"
"1452","NSAMDD0008-56955","NSAMDD0008",56955,0.55,1,"B12","SL","NC","NC","5YR54","","n/a","0","n/a","2","2","K","S",NA,2,"11",NA,"V",3,9.1,"V","E","NC","NC","NC","NC",NA,"11","NSA  053253"
"1453","NTTSTU0001-53585","NTTSTU0001",53585,0.23,0.4,"B11","SCL","NC","NC","","","NC","NC","NC","NC","NC","NC","NC","Laterite fragments from 45cm. To 85cm.",2,"11",NA,"N",0,6.9,"V","E","NC","NC","NC","NC",NA,"11","NTT  000096"
"1454","SATFLB0013-53701","SATFLB0013",53701,0.2,0.3,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,8,"11",NA,"N",0.12,5.5,"NC","NC","NC","NC","NC","NC",NA,"11","SAT005205"
"1455","WAGCOO0004-53615","WAGCOO0004",53615,0.6,0.7,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","AUG 005006"
"1456","NSABHC0022-57086","NSABHC0022",57086,0.6,0.7,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 051304"
"1457","QDAEIU0005-53472","QDAEIU0005",53472,0.25,0.45,"B1","LC","NC","NC","2.5Y43","","NC","NC","NC","NC","NC","NC","NC","Pit and subsites 1-5 in SE corner. Site 100m from damin area heavily impacted by cattle and wild horses. Koala sighted in tree between site and dam. Several groups of wild horses sighted throughout site during data collection. Pit to 30cm. Auger to 65cm.",2,"11",NA,"N",NA,NA,"V","E","NC","NC","NC","NC",NA,"11","QDA   050444"
"1458","SATSTP0001-53557","SATSTP0001",53557,0,0.1,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit to 50cm. Auger to 80cm.and 5subsites  in NW corner. SA Government photopoint #9935 stamped with SATSTP0001. Alluvial plain, no rock outcrop. Surface strew : 4/3/USA samples taken.",8,"11",NA,"N",0.13,9.6,"NC","NC","NC","NC","NC","NC",NA,"11","SAT 006181"
"1459","SATSTP0006-53514","SATSTP0006",53514,0,0.35,"A1","NC","NC","NC","5YR46","","NC","NC","NC","NC","NC","NC","NC","Unable to determine colour for last two horizons.",2,"11",NA,"N",0.05,8,"NC","NC","NC","NC","NC","NC",NA,"11","SAT 006341"
"1460","SASMDD0004-57013","SASMDD0004",57013,0.5,0.6,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Gypsum layer begins at 90 cm.",11,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","SAS050072"
"1461","SATFLB0006-53708","SATFLB0006",53708,0.6,0.7,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,NA,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","None"
"1462","SASMDD0006-53713","SASMDD0006",53713,0.4,0.5,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","",2,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","SAS 050091"
"1463","SASMDD0003-57009","SASMDD0003",57009,0.4,0.5,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit sample 60cm to 70cm missing",11,"11",NA,"V",0.88,10,"NC","NC","NC","NC","NC","NC",NA,"11","SAS000225"
"1464","QDAGUP0015-53533","QDAGUP0015",53533,0.15,1,"B2","HC","NC","NC","2.5YR41","","NC","NC","NC","3","2","Y","X","Pit and subsites 1-5 in SE Corner.",2,"11",NA,"N",2.7,5.7,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   052157"
"1465","WAACOO0019-53463","WAACOO0019",53463,0.7,0.8,"NC","S","NC","Z",NA,"10YR7/8","n/a","0","n/a","NC","NC","NC","NC","
The pit has a fine gravel component (0.3-0.4cm diam) that was not such a feature in the other holes examined. 
Pit: Adjacent to SW corner. Open area with Lepidobolus and sedges. 
Surface sandy crust. ",9,"11",NA,"N",NA,NA,"G","G","NC","NC","NC","NC",NA,"11","WAA050862"
"1466","WAALSD0002-53570","WAALSD0002",53570,0.1,0.2,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit amidst A. pachyachra, T. basedowii, T. schinzii, Aluta & Micromyrtus. Pit: sparse litter patches on surface - 0.5 - 1.0 cm deep. Orange-red sand . Profile uniform, no boundary layers.",9,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","WAA0050231"
"1467","QDAMGD0020-53500","QDAMGD0020",53500,0.4,0.5,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"N",0.28,7.1,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   051521"
"1468","WAAPIL0011-57608","WAAPIL0011",57608,0,0.1,"A3","CL","NC","NC","2.5YR36",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit in NE corner. No BD's. ",2,"11",NA,"N",0.06,7.5,"V","E","NC","NC","NC","NC",NA,"11","WAA053232"
"1469","NTAGFU0031-53678","NTAGFU0031",53678,0.45,0.75,"B2","SCL",NA,NA,"7.5YR58",NA,"NC","NC","NC","NC","NC","NC","NC","",2,"11",NA,"N",NA,5.9,"V","E","NC","NC","NC","NC",NA,"11","NTA  050196"
"1470","NSABHC0022-57086","NSABHC0022",57086,0.2,0.3,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 051300"
"1471","NTASSD0016-53566","NTASSD0016",53566,0,0.09,"A1","LS","NC","NC","2.5YR36","","NC","NC","NC","NC","NC","NC","NC","Pit to 30cm.  Auger to 1.0m.",2,"11",NA,"N",0.6,7.6,"V","E","NC","NC","NC","NC",NA,"11","NTA 051711"
"1472","NSAMDD0001-56965","NSAMDD0001",56965,0.6,0.75,"B112","SL","n/a","n/a","7.5YR58",NA,"n/a","0","n/a","2","2","K","N",NA,2,"11",NA,"V",0.46,9.8,"V","E","NC","NC","NC","NC",NA,"11","NSA  053040"
"1473","QDAGUP0024-53485","QDAGUP0024",53485,0.7,0.8,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,14,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   052479"
"1474","NTAGFU0040-53687","NTAGFU0040",53687,0,0.1,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","",2,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NTA 052025"
"1475","WAAPIL0014-57611","WAAPIL0014",57611,0,0.5,"B1","SL","NC","NC","10R44","","n/a","0","n/a","0","n/a","n/a","n/a","Track running through site",13,"11",NA,"N",0.03,6.7,"V","E","NC","NC","NC","NC",NA,"11","WAA053248"
"1476","NTAFIN0003-53623","NTAFIN0003",53623,0,0.1,"A1","S",NA,NA,"7.5TY64","7.5YR76","NC","NC","NC","NC","NC","NC","NC","Type of observation: PIT, Stopped by:Loose sand, Profile consists of sand and gravel with rocks up to 300mm. Cannot dig below 30cm. Due to sand backfilling pit.",2,"11",NA,"N",0.02,6,"G","G","NC","NC","NC","NC",NA,"11","NTA052420"
"1477","NSTSYB0009-57649","NSTSYB0009",57649,0,0.03,"O1","NC","NC","NC","NC","NC","n/a","0","n/a","0","n/a","n/a","n/a","No Bulk Density's sampled",2,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NST004210"
"1478","QDAMGD0001-53586","QDAMGD0001",53586,0.95,1,"NC","SL","+",NA,"10YR56",NA,"n/a","0","n/a","1","1","Y","X",NA,2,"11",NA,"H",2.27,7.8,"V","E","NC","NC","NC","NC",NA,"11","QDA050893"
"1479","NTASTU0004-58426","NTASTU0004",58426,0.35,0.95,"A3","CS","NC","NC","2.5YR46",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Auger to 90cm. Too hard.",2,NA,NA,"N",0,6.3,"G","G","NC","NC","NC","NC",NA,NA,"NTA054178"
"1480","QDAGUP0025-53537","QDAGUP0025",53537,0.4,0.5,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,11,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   052513"
"1481","SATKAN0001-53688","SATKAN0001",53688,0.8,0.9,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,8,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","SAT 005177"
"1482","WAACOO0021-53456","WAACOO0021",53456,0.2,0.3,NA,"CLS","NC","Z",NA,"2.5YR5/6","P","4","2","4","NC","K","S","[Note the barcode order for subsites 1, 2 &  3 is correct.] [NOTE ON FINE-EARTH/NON FINE EARTH PROPORTIONS. Percent clay is grossly indicative only, and not based on ribbon length. Percentages of components are relative in the order: “whole matrix = 100%” of which rock is given as a direct proportion; sand and silt are direct percentages of “whole matrix – proportion rock”; clay is then a direct pro-rata sub-component of the sand + silt fraction.]
Pit: Fine earth - Sand : silt : clay (plasticising;  0-50cm clay  to 30%, 50 to 10cm clay to 50%).;  Rock to 5%, 0.3-1.0cm diam, sub- angular, ironstone (and others) ;  most roots in 0-10cm & 10-20cm, with some laterals to 30-40cmd;  generally hard-set, very indurated and hard –set from 50-100cm. 

20-30cm; Mottles Common (laminar/dendritic 0.5-1.2cm); Hard agglomerate (fractures to 2-3cm), but readily crumbling.


The north-west had a low depression with patches of cracking clay; not well represented by obs holes - OBS 5 somewhat representative of restricted cracking-clay depression in west and north-west (possibly 06 to some degree). ",9,"11",NA,"M",NA,NA,"V","NC","NC","NC","NC","CA",NA,"11","WAA050790"
"1483","QDAMGD0017-53499","QDAMGD0017",53499,0.6,0.7,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"H",4.68,7.9,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   051427"
"1484","QDAGUP0008-53529","QDAGUP0008",53529,0,0.12,"A11","S","NC","NC","10YR32","","NC","NC","NC","NC","NC","NC","NC","Pit and subsites 1-5 in NW corner.3 X BD's.",2,"11",NA,"N",0.03,7.7,"G","G","NC","NC","NC","NC",NA,"11","QDA   051945"
"1485","WAAHAM0004-56942","WAAHAM0004",56942,0.08,0.55,"","CS","NC","NC","5YR58","","NC","NC","NC","1","2","K","N","Microrelief: Rabbit diggings and kangaroo scrapes.",2,"11",NA,"V",2.12,9.7,"V","E","NC","NC","NC","NC",NA,"11","WAA  051936"
"1486","SAASTP0021-53733","SAASTP0021",53733,0.1,0.2,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","SAA050388"
"1487","SASMDD0005-53712","SASMDD0005",53712,0.1,0.2,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","",2,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","SAS050078"
"1488","NSABHC0020-57599","NSABHC0020",57599,0.4,0.5,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 051042"
"1489","QDAGUP0019-53534","QDAGUP0019",53534,0.1,0.2,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,14,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   052289"
"1490","NSAMDD0023-57083","NSAMDD0023",57083,0.7,0.8,"NC","NC","NC","NC","5YR58","NC","NC","NC","NC","NC","NC","NC","NC",NA,17,"11",NA,"V",3.29,7.7,"NC","NC","NC","NC","NC","NC",NA,"11","NSA  053728"
"1491","WAACOO0019-53463","WAACOO0019",53463,0.2,0.3,"NC","S","NC","Z",NA,"10YR7/8","n/a","0","n/a","NC","NC","NC","NC","
The pit has a fine gravel component (0.3-0.4cm diam) that was not such a feature in the other holes examined. 
Pit: Adjacent to SW corner. Open area with Lepidobolus and sedges. 
Surface sandy crust. ",9,"11",NA,"N",NA,NA,"G","G","NC","NC","NC","NC",NA,"11","WAA050857"
"1492","NTAMAC0003-53576","NTAMAC0003",53576,0,0.3,"","S","NC","NC","","","NC","NC","NC","NC","NC","NC","NC","Pit photos 1646,1647.",2,"11",NA,"N",0.06,7.4,"V","E","NC","NC","NC","NC",NA,"11","NTA054050"
"1493","NTTMGD0001-53521","NTTMGD0001",53521,0,0.08,"A1","CS","NC","NC","","","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",0.07,6.3,"NC","NC","NC","NC","NC","NC",NA,"11","NTT  000001"
"1494","QDAGUP0025-53537","QDAGUP0025",53537,0.1,0.2,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,11,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   052510"
"1495","SAASTP0032-56939","SAASTP0032",56939,0,0.15,"","S","NC","NC","5YR56","","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",0.05,8.1,"V","E","NC","NC","NC","NC",NA,"11","SAA 000057"
"1496","NSAMDD0021-57082","NSAMDD0021",57082,0.03,0.4,"","L","NC","NC","5YR44","","n/a","0","n/a","0","n/a","n/a","n/a",NA,17,"11",NA,"N",0,4.9,"NC","NC","NC","NC","NC","NC",NA,"11","NSA053659"
"1497","SATKAN0004-56928","SATKAN0004",56928,0.39,0.8,"B","SL","NC","NC","7.5YR4/4","","n/a","0","n/a","0","n/a","n/a","n/a","Pit near North East corner",17,"11",NA,"N",0.29,6.1,"V","E","NC","NC","NC","NC",NA,"11","SAT 006912"
"1498","QDAGUP0004-53476","QDAGUP0004",53476,0.2,0.55,"A12","S","NC","NC","7.5YR44","","NC","NC","NC","NC","NC","NC","NC","Pit in NE corner. Subsites 1-5 in NE corner.  3 X bd'S. Pit to 0.85m. Auger to 1.10m. Pit photos 0389, 0390, 0391.",2,"11",NA,"N",0.03,8.4,"G","G","NC","NC","NC","NC",NA,"11","QDA   051828"
"1499","NSABHC0018-57077","NSABHC0018",57077,0.6,0.7,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 051026"
"1500","NSAMDD0015-57636","NSAMDD0015",57636,0.25,0.65,"A3","LS","NC","NC","2.5YR46",NA,"n/a","0","n/a","1","1","K","S",NA,2,"11",NA,"M",NA,NA,"V","E","NC","NC","NC","NC",NA,"11","NSA  053464"
"1501","NSABHC0017-57106","NSABHC0017",57106,0.1,0.2,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Note: Original barcodes assigned to soil characterisation samples were: NSA050868 - NSA050873",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 051147"
"1502","QDACHC0003-53467","QDACHC0003",53467,0.6,0.7,"","CS","NC","NC","10YR46","","NC","NC","NC","NC","NC","NC","NC","Auger could not pick up soil from auger hole. Pit to 30cm. Auger to 70cm.",2,"11",NA,"N",0.07,6.2,"V","E","NC","NC","NC","NC",NA,"11","QDA   050538"
"1503","NSAMDD0028-56988","NSAMDD0028",56988,0,0.1,"","SL","NC","NC","2.5YR36","","n/a","0","n/a","0","n/a","n/a","n/a",NA,17,"11",NA,"N",0.03,5.8,"NC","NC","NC","NC","NC","NC",NA,"11","NSA053881"
"1504","SASMDD0006-53713","SASMDD0006",53713,0.2,0.3,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","",2,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","SAS 050089"
"1505","QDAGUP0006-53477","QDAGUP0006",53477,0.3,0.9,"A12","S","NC","NC","7.5YR56","","NC","NC","NC","NC","NC","NC","NC","Pit in SE corner. Pit to 45cm. Auger to 90cm. Too Hard. 3 X BD's.",2,"11",NA,"N",0.12,9.6,"G","G","NC","NC","NC","NC",NA,"11","QDA   051888"
"1506","WAACOO0024-53451","WAACOO0024",53451,0.2,0.3,"","SL","NC","Z","","2.5YR5/6","NC","NC","NC","NC","NC","NC","NC","[NOTE ON FINE-EARTH/NON FINE EARTH PROPORTIONS. Percent clay is grossly indicative only, and not based on ribbon length. Percentages of components are relative in the order: “whole matrix = 100%” of which rock is given as a direct proportion; sand and silt are direct percentages of “whole matrix – proportion rock”; clay is then a direct pro-rata sub-component of the sand + silt fraction.] Overall: in-situ ferricrete/conglomerate/(laterite)-derived aridosol with a high rock content ~50%. All soil a packstone (to mudstone) matrix with rocks embedded in a silt-sand fill. Termite galleries common. Leaf litter to ~50% cover to 0.5cm deep common. Pit: Orange-tinged deep chocolate-reddish soil; 0-10 orange-tinged, 10-50 more chocolate. Packstone matrix; 50cm compacted, limit of sampling. Rocks >30% volume (to ~50%). Rocks 0.3 to 3.0(to4.0)cm, mode 0.4 to 0.5cm, rounded to polyhedral, tending to more conglomerate at depth(30-50cmd). Free particles (the other 50% of vol) - ~no/low clay (doughy not sticky), ~80% sand:20% silt; at 50cm the sand was more granular with 15% of its vol ~2mm . Surface leaf litter; most scattered fine feeder roots in first 30cm. 
OBS 01 (=OBS 02 to OBS08) Termite galleries/agglom present at most holes and layers. 
0-10cm  packstone matrix (to ~50% rock); feeder & lateral (to 1cm diam) roots common; leaf litter common to 0.5cm
10-20cm packstone matrix (to ~50% rock); feeder & lateral (to 1cm diam) roots common
20-30cm packstone matrix (to>=50% rock, highly packed (some 70%+?)); feeder & lateral (to 1cm diam) roots common

OBS 04
0-10cm.  Roots few in the very upper part of layer. 
10-30cm  No termite galleries. 
20-30cm  Strongly cemented with a high % of aggregate (>50%). 

OBS 09 
0-10cm  packstone/mudstone matrix (to <50% rock); feeder & lateral (to 1cm diam) roots common; leaf litter common to 0.5cm
10-20cm packstone/mudstone matrix (to <50% rock); feeder & lateral (to 1cm diam) roots common + lateral >5cm diam.
20-30cm packstone/mudstone matrix (to <50% rock); feeder & lateral (to 1cm diam) roots common
",9,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","WAA050594"
"1507","QDAMUL0001-53594","QDAMUL0001",53594,0,0.1,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",0.03,4.8,"NC","NC","NC","NC","NC","NC",NA,"11","QDA050767"
"1508","QDACHC0001-53592","QDACHC0001",53592,0.8,0.9,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,NA,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   050574"
"1509","QDAMGD0002-53587","QDAMGD0002",53587,0.8,0.9,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"S",0.92,8.8,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   050929"
"1510","SAAGAW0001-56992","SAAGAW0001",56992,0.65,0.9,"A3","SL","NC","NC","5YR56","","NC","NC","NC","4","3","K","C","Pit in NW corner.  Subsites 1 - 5 in NW corner. Stopped byb calcrete gravel at 0.90m.",2,"11",NA,"V",1.09,10.1,"V","E","NC","NC","NC","NC",NA,"11","SAA 000357"
