"","window","QDACYP0020.adjusted.R2","window","NSTSYB0006.adjusted.R2","window","NTAFIN0015.adjusted.R2","window","SATFLB0020.adjusted.R2","window","SATFLB0003.adjusted.R2","window","WAACAR0002.adjusted.R2","window","NSANAN0002.adjusted.R2","window","NSACOP0001.adjusted.R2","window","NSAMDD0011.adjusted.R2","window","QDACHC0003.adjusted.R2","window","NSAMUL0003.adjusted.R2","window","NTAGFU0034.adjusted.R2","window","WAAGAS0001.adjusted.R2","window","NSANSS0002.adjusted.R2","window","QDAMUL0003.adjusted.R2","window","NSABBS0001.adjusted.R2","window","QDAGUP0006.adjusted.R2","window","NSTSYB0003.adjusted.R2","window","WAAPIL0023.adjusted.R2","window","SATFLB0022.adjusted.R2","window","QDAMGD0025.adjusted.R2","window","NSANAN0001.adjusted.R2","window","NTAGFU0030.adjusted.R2","window","QDASEQ0004.adjusted.R2","window","QDAMUL0002.adjusted.R2","window","SAAFLB0008.adjusted.R2","window","TCATCH0004.adjusted.R2","window","NTAFIN0003.adjusted.R2","window","QDABBN0002.adjusted.R2","window","NSAMDD0020.adjusted.R2","window","WAACOO0024.adjusted.R2","window","SAAEYB0028.adjusted.R2","window","WAACOO0029.adjusted.R2","window","SAAKAN0009.adjusted.R2","window","SAASTP0023.adjusted.R2","window","SAASTP0034.adjusted.R2","window","SASMDD0009.adjusted.R2","window","WAACOO0016.adjusted.R2","window","WAACOO0026.adjusted.R2","window","SAAEYB0021.adjusted.R2","window","WAANUL0003.adjusted.R2","window","SAAEYB0001.adjusted.R2","window","NSTSYB0005.adjusted.R2","window","NTAFIN0018.adjusted.R2","window","WAAPIL0010.adjusted.R2","window","QDAGUP0021.adjusted.R2","window","QDABBS0010.adjusted.R2","window","QDACYP0018.adjusted.R2","window","SAAFLB0005.adjusted.R2","window","WAACOO0007.adjusted.R2","window","SAASTP0033.adjusted.R2","window","SATFLB0023.adjusted.R2","window","WAAGES0001.adjusted.R2","window","NSABHC0011.adjusted.R2","window","NSAMDD0028.adjusted.R2","window","SASMDD0014.adjusted.R2","window","WAALSD0002.adjusted.R2","window","WAACAR0004.adjusted.R2","window","SAAGAW0008.adjusted.R2","window","WAACOO0027.adjusted.R2","window","WAANOK0006.adjusted.R2","window","NTTDMR0003.adjusted.R2","window","NTASTU0004.adjusted.R2","window","TCATNM0003.adjusted.R2","window","QDASSD0015.adjusted.R2","window","QDACYP0006.adjusted.R2","window","QDAGUP0009.adjusted.R2","window","SAAFLB0003.adjusted.R2","window","WAAPIL0031.adjusted.R2","window","QDAMGD0023.adjusted.R2","window","TCATNM0001.adjusted.R2","window","NTADAC0001.adjusted.R2","window","SASMDD0005.adjusted.R2","window","WAAAVW0006.adjusted.R2","window","NSAMDD0001.adjusted.R2","window","NTAFIN0006.adjusted.R2","window","SAAEYB0029.adjusted.R2","window","NTAGFU0020.adjusted.R2","window","WAAPIL0024.adjusted.R2","window","SATFLB0019.adjusted.R2","window","QDABBS0002.adjusted.R2","window","QDAGUP0019.adjusted.R2","window","QDAEIU0005.adjusted.R2","window","QDACYP0022.adjusted.R2","window","VCAAUA0012.adjusted.R2","window","QDAMGD0002.adjusted.R2","window","QDAMGD0024.adjusted.R2","window","NTAGFU0014.adjusted.R2","window","NTADMR0001.adjusted.R2","window","WAACOO0030.adjusted.R2"
"115",571,0.129453316924304,571,-0.00116195321248713,571,0.301895602517751,571,0.344058487039562,571,0.0258276641071679,571,0.229902197460174,571,0.199840249335522,571,0.160352052948215,571,0.0916145158638083,571,0.23989305396481,571,0.356750306155565,571,0.330369858400169,571,0.0711874845688211,571,0.11522659676936,571,0.369882295382364,571,0.200648401724499,571,0.510773251550197,571,-0.00109872473493278,571,0.224103253531949,571,0.378933194852551,571,0.288219599946379,571,0.0780093683119699,571,0.203820029965268,571,0.0715979466517952,571,0.306626269734545,571,0.114965746614854,571,0.000606320954119277,571,0.219129145245924,571,0.286928451160627,571,0.193609955217149,571,0.0689879229347711,571,0.000126022078525634,571,0.0384608509081654,571,0.0183055817565489,571,0.203107838992109,571,0.179587096278865,571,0.0849366272983801,571,0.230645339853102,571,0.0260572292259548,571,0.0437046978657138,571,0.135836209113155,571,0.12220196518357,571,0.0670703154452325,571,0.213600613320365,571,0.347954060932727,571,0.104560702010074,571,0.0334363439216812,571,0.0309746782596084,571,0.0475451729852211,571,0.0017955803832278,571,0.127076466231703,571,0.458041956138341,571,0.288787937542246,571,0.293878826505342,571,0.11648406895789,571,0.0590325432044789,571,0.191111612121527,571,0.236171041903021,571,0.0771531746978051,571,0.105391343828511,571,0.116645112804265,571,0.232587740801004,571,0.125670324771605,571,0.0381885862243144,571,0.108011824791358,571,0.277958545891861,571,0.164954311599363,571,0.0599298203634138,571,0.347931903387118,571,0.252050608719412,571,0.0119524608033182,571,0.0242319378366457,571,0.07634191313511,571,0.178249875411085,571,0.0770349287679769,571,0.0424075069251212,571,0.175291964490437,571,0.245666127440647,571,0.186786247955718,571,0.523104097414888,571,0.0597490898963486,571,-0.000805489222478917,571,0.21306570964794,571,0.320369494635081,571,0.0104475894150113,571,0.237535013378004,571,0.0659988484805424,571,0.208046596183649,571,0.577295229280459,571,0.150987129551147
"116",576,0.127413330155644,576,-0.00131890729910289,576,0.303163736152957,576,0.344692116926456,576,0.0234753319506298,576,0.225534678746566,576,0.198169291598795,576,0.160899533720962,576,0.0939917393859333,576,0.236751598257602,576,0.353735645324471,576,0.315143762003558,576,0.0703575212486164,576,0.116543771272242,576,0.368763753832565,576,0.198952380604723,576,0.499904861383558,576,-0.00103487316486461,576,0.222526031369139,576,0.380997770391116,576,0.283494581346101,576,0.0783013836727223,576,0.188452491765403,576,0.0703338977757597,576,0.305676116922144,576,0.113993642226684,576,0.000723243820542896,576,0.221302863497807,576,0.281543689545959,576,0.193064595179783,576,0.0687937762291266,576,0.00010197795380229,576,0.0376827899655013,576,0.018954060256033,576,0.203493996348924,576,0.179415645068946,576,0.0844663989236247,576,0.229203940856594,576,0.025858652001196,576,0.0412502271389131,576,0.132579366658418,576,0.111813187567774,576,0.0703485237409283,576,0.21270326505826,576,0.345856080642143,576,0.092399421057958,576,0.0307921469926167,576,0.0278719767694202,576,0.0426314073664233,576,0.0015309872924002,576,0.127587944728284,576,0.459697503123212,576,0.280801864658942,576,0.289446757615972,576,0.11798229576935,576,0.0583093509469147,576,0.190713527304784,576,0.23114127285381,576,0.0774814199149892,576,0.106101719329466,576,0.102235281487303,576,0.221372559871779,576,0.10950394855149,576,0.0341515456482653,576,0.10495440579648,576,0.259800544176182,576,0.154273540593106,576,0.0544666235650254,576,0.345181342493321,576,0.250967443141367,576,0.013039135453882,576,0.0178501159729083,576,0.0757024797210284,576,0.174303199075292,576,0.0768441235166812,576,0.0407245372897168,576,0.172138545473776,576,0.235391508897118,576,0.183337737862991,576,0.523624904742608,576,0.0567830180722009,576,-0.000672454392110167,576,0.202107147925427,576,0.3106465766704,576,0.010003036768908,576,0.23281281732073,576,0.0653368973268217,576,0.19622647155346,576,0.572690999208791,576,0.147036279001891
"117",581,0.124279455524758,581,-0.00114477587523742,581,0.302139001647625,581,0.345169909995009,581,0.0217810229337894,581,0.219006219618626,581,0.195393803340767,581,0.158827266740806,581,0.0945508595607111,581,0.233569530972237,581,0.351138091680381,581,0.304852189341187,581,0.0713823721496,581,0.114449563979103,581,0.369829990443587,581,0.199398877521827,581,0.48851643671733,581,-0.00107758181626649,581,0.219596276386552,581,0.379852007023134,581,0.275735323899526,581,0.0768384477740353,581,0.174214547129025,581,0.0697418293450252,581,0.306502202531254,581,0.112212053163634,581,0.00062754800956677,581,0.221255105082579,581,0.278530135981454,581,0.190507881913713,581,0.0690601881608323,581,0.000315715082383594,581,0.0357743715564752,581,0.0181392536377587,581,0.201572487586747,581,0.177104923982395,581,0.0833304797869946,581,0.230711807741172,581,0.0240430545532441,581,0.0411818427537739,581,0.131509683893392,581,0.102654730943106,581,0.0704108799860319,581,0.210714691320255,581,0.338724834238094,581,0.0808754357530116,581,0.0281614974427464,581,0.0251729488289842,581,0.04036540495331,581,0.00116097600657128,581,0.126276033505801,581,0.458023398061324,581,0.271318435838846,581,0.288174851928381,581,0.118625669009998,581,0.0583041337077215,581,0.190431626585443,581,0.223021208803167,581,0.07696559570813,581,0.103574564984158,581,0.0894103411681393,581,0.210148732443922,581,0.0947868048649738,581,0.0333550095332324,581,0.100298957439268,581,0.242428307914618,581,0.143613529938597,581,0.0465926222585357,581,0.342690059778597,581,0.24727703426166,581,0.012754414433281,581,0.0119210283216754,581,0.0751460482511016,581,0.167268355082726,581,0.0762312493972074,581,0.0388034670300432,581,0.172098235990991,581,0.225111351879516,581,0.179711720320333,581,0.522039646036836,581,0.0533730525525561,581,-0.000479575309256797,581,0.190932435311011,581,0.298853153985803,581,0.0112814292946899,581,0.22811470714038,581,0.0630037354163007,581,0.18533227463149,581,0.567999850197493,581,0.14390617835525
"118",586,0.119709207509831,586,-0.00122922853528507,586,0.300574682971031,586,0.345177387427151,586,0.01984447014058,586,0.212129840462717,586,0.192714214091131,586,0.159217535334909,586,0.0958642128217863,586,0.23070354111448,586,0.348554568149285,586,0.289973114313897,586,0.069688788103476,586,0.11369767380706,586,0.368895546103676,586,0.198686891441283,586,0.473507972310449,586,-0.00116857626856359,586,0.21704238820039,586,0.379711041757583,586,0.270957050352989,586,0.0784745548995093,586,0.159570404698309,586,0.0679713844086649,586,0.305965598024237,586,0.111647063729396,586,0.000920636311763756,586,0.222430507247393,586,0.269055902289871,586,0.18850315182545,586,0.0670721102577894,586,0.000200639696928295,586,0.0341259474705775,586,0.0185319721289661,586,0.200250403871801,586,0.173230375994989,586,0.0823832667903079,586,0.226412772484428,586,0.0220664694862426,586,0.0383197670864528,586,0.129387444203248,586,0.0962772543054422,586,0.0721198135394193,586,0.211785054603031,586,0.333045957400309,586,0.0705449974015027,586,0.0276303413085849,586,0.0218851746424817,586,0.0384364525478832,586,0.000456111648054036,586,0.124121971445152,586,0.456946428458717,586,0.261436241802078,586,0.283448708454965,586,0.115026767940315,586,0.0580652767231786,586,0.192249874204579,586,0.216318457238768,586,0.0753047867165771,586,0.100684907664671,586,0.0783462477882347,586,0.199351228479336,586,0.0809846395989012,586,0.0316988001111032,586,0.0966971908954484,586,0.224563560954013,586,0.133762040814627,586,0.0407305655055885,586,0.338245848122952,586,0.246663874303495,586,0.0114974537752421,586,0.00728890772096547,586,0.0737345178091661,586,0.158850625765379,586,0.07485010640055,586,0.0370012175691196,586,0.171572603159858,586,0.214371332564697,586,0.174954197945352,586,0.519694464586584,586,0.0505633698236987,586,-8.54720663523434e-05,586,0.179775498157585,586,0.283769995479706,586,0.0121177467270777,586,0.222751393973334,586,0.0616443473506456,586,0.173650384334135,586,0.562402389379263,586,0.145924354030148
"119",591,0.113146133718207,591,-0.000809296211723431,591,0.299679910518891,591,0.343294327012307,591,0.0182328754972207,591,0.20775576967415,591,0.187950411266697,591,0.158344869007762,591,0.0987105050953111,591,0.22650477607529,591,0.347286363557432,591,0.273240081680975,591,0.0672452198678768,591,0.111428088056501,591,0.367112656712713,591,0.198407525406682,591,0.459714531787876,591,-0.00129325874249209,591,0.21444212729791,591,0.378657620516135,591,0.266805756579037,591,0.0782477999637324,591,0.145191690842119,591,0.0669303418613439,591,0.305358392163946,591,0.109747337496993,591,0.00103757631746126,591,0.221867932702922,591,0.263243264599319,591,0.187631946712756,591,0.0662855652666101,591,-8.36259377294812e-05,591,0.0326293084344368,591,0.0191229049115235,591,0.200158877587356,591,0.172117394874973,591,0.0841600850292546,591,0.220696715613216,591,0.0213377348804351,591,0.0360570961877423,591,0.126159582127556,591,0.0891519270551705,591,0.0769077963657171,591,0.21096740308086,591,0.328854825022202,591,0.0600889537366548,591,0.0260538443091364,591,0.0186149326481023,591,0.0347409738541937,591,0.00024785001614025,591,0.121719574609622,591,0.453801367488933,591,0.2541810792498,591,0.279256385522518,591,0.11621846300524,591,0.0596884566903195,591,0.192698071126475,591,0.211187634094868,591,0.0732082942582762,591,0.100816202697937,591,0.0666883137079999,591,0.189741215578718,591,0.0686377277460745,591,0.0292951861400922,591,0.0934598983814945,591,0.205129940119672,591,0.124378787659814,591,0.0357725074478701,591,0.331140168979001,591,0.240906542738472,591,0.0126916257926768,591,0.003636408033869,591,0.0749195648543387,591,0.152302960827364,591,0.0746194755997206,591,0.0347474036798634,591,0.171802699358769,591,0.203454152885688,591,0.169554729840812,591,0.516209503570379,591,0.0473453086436731,591,0.000525460932309985,591,0.169477668223052,591,0.268316292561974,591,0.0130354430805052,591,0.218555024443326,591,0.0597590967335949,591,0.163512033967142,591,0.558218016059604,591,0.143915212870682
"120",596,0.10795074773191,596,-0.00093037125451878,596,0.298405354483395,596,0.340716996991696,596,0.0164284285593224,596,0.200845401576577,596,0.184986941250578,596,0.155482425623186,596,0.0982810946764402,596,0.222598797778731,596,0.345345491727144,596,0.262602446051274,596,0.065968590308934,596,0.107995774274019,596,0.366212723431612,596,0.198223132425017,596,0.442089007143234,596,-0.00117837943505217,596,0.210912355614527,596,0.376471933424676,596,0.259427627188791,596,0.0769447526022031,596,0.133216082432145,596,0.0640855662289652,596,0.302355359819182,596,0.109289846128679,596,0.000903393189322199,596,0.223940909130045,596,0.260154326221382,596,0.184819329576555,596,0.066389389431136,596,-0.000107159022536329,596,0.0318099936260059,596,0.0190998727051747,596,0.197296772384611,596,0.172076837840525,596,0.0850151147363554,596,0.219660862492399,596,0.0199042099827847,596,0.0332961956008557,596,0.123729767747124,596,0.0834474668416136,596,0.0753164168712663,596,0.208101322933778,596,0.323165319817645,596,0.0506852135562114,596,0.0236495463932131,596,0.0158751770518603,596,0.0325268762390153,596,-0.000126188455075837,596,0.121147308582153,596,0.449565732355315,596,0.245216806759883,596,0.277429157691425,596,0.115728758122172,596,0.059498229594534,596,0.191793301035148,596,0.20344926819945,596,0.0750456161591339,596,0.099460009451231,596,0.0562898234720561,596,0.179820673261827,596,0.0574458395648468,596,0.0285041510587051,596,0.0906485627965427,596,0.185985057442637,596,0.113891684607874,596,0.0310247530915645,596,0.323521646624935,596,0.236443921882754,596,0.0125030495494658,596,0.000769876657153334,596,0.0760468542636993,596,0.146415301025805,596,0.0733664788744403,596,0.0323575558785877,596,0.172054305842413,596,0.193339699247761,596,0.165736521043727,596,0.513191065988123,596,0.04476230943436,596,0.00124177397358838,596,0.158252277068952,596,0.252644521744607,596,0.0148452353321524,596,0.213236232468165,596,0.0579404708175968,596,0.153645885035815,596,0.551499234527724,596,0.140703427677407
"121",601,0.102353421318954,601,-0.000726228190325084,601,0.29712031464679,601,0.339229005806977,601,0.0150837343122863,601,0.194304324963255,601,0.183091178434002,601,0.156773852923521,601,0.0986815213872684,601,0.216692824837595,601,0.339982841683485,601,0.247721580870204,601,0.0642805242901596,601,0.105967405479692,601,0.362788477184411,601,0.197659961395686,601,0.423284714714238,601,-0.0011395737318145,601,0.20837961870667,601,0.376150041087165,601,0.253395715662014,601,0.076929744702813,601,0.118719852342016,601,0.0621041668751039,601,0.299461326899144,601,0.110996159704283,601,0.00103524272341426,601,0.233889630244022,601,0.255463538833575,601,0.183820945042461,601,0.0658885608392805,601,-0.000294742458212038,601,0.0309194584298554,601,0.0185206096234535,601,0.194601021529891,601,0.169127188559729,601,0.0833086026294793,601,0.21410685428703,601,0.0193250750265692,601,0.0318067869883418,601,0.121998503914713,601,0.0770889268020959,601,0.0786664675947921,601,0.207059981116091,601,0.319028586684493,601,0.0416653086271711,601,0.0221854914783925,601,0.0131383396934157,601,0.0297267596651624,601,-0.000535436617188134,601,0.119426611734495,601,0.449574329486992,601,0.237102193270116,601,0.273281597312057,601,0.113690304076234,601,0.0592607109923744,601,0.189861613181125,601,0.197484992457623,601,0.0721198664901627,601,0.0986437972160754,601,0.047900949775217,601,0.171022372740102,601,0.0480160241071652,601,0.0255097681884445,601,0.0876126888821863,601,0.167924824716321,601,0.104012382924424,601,0.0279060036061445,601,0.320026836967513,601,0.230032128657619,601,0.0133757243440861,601,-0.000938026202612408,601,0.0745199551677913,601,0.139478310557853,601,0.0741470914489216,601,0.0299544728483399,601,0.172353297763945,601,0.183073509173609,601,0.161356931955189,601,0.510029403166323,601,0.0426954305234815,601,0.00237384971390742,601,0.146099319060861,601,0.237008881847799,601,0.0169718011838728,601,0.207201195502519,601,0.0554235821960201,601,0.142654718059651,601,0.543663764386017,601,0.140068855311027
"122",606,0.0963338487757625,606,-0.00032413223500849,606,0.293986785334159,606,0.337696884670414,606,0.0138167488834192,606,0.189739194355759,606,0.182328693493724,606,0.156890906204003,606,0.100959254883958,606,0.212670942058303,606,0.337935283142524,606,0.233212149962287,606,0.0617246163946761,606,0.104211968604482,606,0.36249090052132,606,0.199332494928676,606,0.405389312293876,606,-0.00130882218448525,606,0.202714057426371,606,0.376297669207355,606,0.247105753549447,606,0.0764759304250154,606,0.105469417901467,606,0.0599268890070617,606,0.297922304657587,606,0.11106278227337,606,0.00102480244236802,606,0.230942716190075,606,0.25016993165495,606,0.183031619944156,606,0.0635275780318029,606,-0.000627399642078474,606,0.0305882048850019,606,0.0198809031710578,606,0.193796451736168,606,0.166264832391342,606,0.0857907961319404,606,0.211343617075385,606,0.0185805547047001,606,0.0310527977914962,606,0.118697856260642,606,0.0689132565446201,606,0.0817333859453926,606,0.205328994299904,606,0.314245859988096,606,0.0332800224203565,606,0.0203954887330167,606,0.0109507034708224,606,0.0274644316172098,606,-0.000432727587705628,606,0.116611180475249,606,0.445615014191072,606,0.229324188950953,606,0.271040286352044,606,0.113453801122007,606,0.0603325646467536,606,0.18875596907201,606,0.191610390575795,606,0.0712103661653163,606,0.0978557067501351,606,0.0395288471625296,606,0.162564972511852,606,0.039181922307015,606,0.0215392681317499,606,0.0847779066552301,606,0.149845846031766,606,0.0958617896995412,606,0.0235850591977609,606,0.314138043563607,606,0.225051011286175,606,0.0130068995650379,606,-0.00142207103271819,606,0.0769234078832172,606,0.131485070650914,606,0.074360052917365,606,0.0279309768624967,606,0.172842295088705,606,0.171115428632202,606,0.155477682582718,606,0.507128704796665,606,0.0395754624356522,606,0.0035543888612084,606,0.13440021374056,606,0.219696816175474,606,0.0163495992170227,606,0.201943946035092,606,0.053607272375,606,0.13318532123279,606,0.537967952301988,606,0.139627975119073
"123",611,0.0897872408317564,611,0.000245060332987879,611,0.290243909438302,611,0.336387338891002,611,0.0138629555457098,611,0.182953326080845,611,0.178220705696571,611,0.153792306576385,611,0.102578341827841,611,0.20820124361391,611,0.331916305086908,611,0.221362094196785,611,0.0605246941482825,611,0.104614496772665,611,0.357919843898719,611,0.198387360875216,611,0.387743154579287,611,-0.00123883043304507,611,0.197901331264476,611,0.371878150933266,611,0.241411423302919,611,0.0766023913622564,611,0.0926029071383857,611,0.0562869338091614,611,0.293117737314976,611,0.111484161094438,611,0.00130611444311235,611,0.228373944349939,611,0.245487517877409,611,0.180427509011283,611,0.0620107212490065,611,-0.000859126575093461,611,0.0297745243046235,611,0.0190695658370249,611,0.189501799039024,611,0.162800466232293,611,0.0875841597035515,611,0.209498520226421,611,0.0179266532235254,611,0.0306818381640153,611,0.115738364798014,611,0.0593822958109325,611,0.0851503823563762,611,0.200087273953445,611,0.303377016733345,611,0.0255936485825886,611,0.0192261505337759,611,0.00844548694860059,611,0.0260352081230955,611,-0.000675220882613736,611,0.116007217528531,611,0.445174088792311,611,0.223097153559177,611,0.269403983057784,611,0.112761636049212,611,0.0609705132139697,611,0.187960008586976,611,0.184531535943454,611,0.0704871478221001,611,0.0966560755225839,611,0.0321419323990557,611,0.153642453162791,611,0.0310759982910918,611,0.0196941692517373,611,0.0825693977893348,611,0.131395156618748,611,0.0880128916067731,611,0.0203133976655543,611,0.30789678442205,611,0.217685658658189,611,0.0142640041526234,611,-0.000785347611035103,611,0.0775385868384243,611,0.127062196124929,611,0.072872555836079,611,0.0260590868364555,611,0.172499649490181,611,0.15782726200179,611,0.150800148391906,611,0.504555880666039,611,0.0374002836635853,611,0.00491063852886919,611,0.122560490400374,611,0.204536229047977,611,0.0174229573696563,611,0.198403629895939,611,0.0511146961355505,611,0.124612389838814,611,0.528826585849536,611,0.1352854270461
"124",616,0.0834468530635031,616,0.000449880774699651,616,0.28909988490522,616,0.333176226804345,616,0.0133212999130686,616,0.179672740925472,616,0.178202317356127,616,0.153993828138963,616,0.103009490384658,616,0.203420985864808,616,0.329308907949433,616,0.20792759290886,616,0.0601132267237222,616,0.102986707927245,616,0.35524479971408,616,0.197694604064153,616,0.370376138407497,616,-0.00118321396710575,616,0.193683248059456,616,0.369178774971962,616,0.234316886046615,616,0.0771552543950591,616,0.0791605875700571,616,0.054121640876781,616,0.288102376173006,616,0.11010095234238,616,0.00134310360368928,616,0.224344515657904,616,0.239492169464914,616,0.178721654562687,616,0.0590140191190841,616,-0.000992570063188758,616,0.0286848672240222,616,0.0207663896962496,616,0.190400080343855,616,0.161985130097273,616,0.0856017917491828,616,0.203853549663347,616,0.0167764773826258,616,0.03012374755839,616,0.11411406603888,616,0.0526255470066981,616,0.0898429558803452,616,0.198016756164516,616,0.298063529469517,616,0.0191442396591489,616,0.018914219744687,616,0.00701437608429989,616,0.0231250156720301,616,-0.000993889027310235,616,0.114831846485263,616,0.445781802465035,616,0.220393846609336,616,0.267422992955928,616,0.110894117371383,616,0.0607179254388278,616,0.187032653427057,616,0.180268048089025,616,0.0695440890503923,616,0.0949602755152199,616,0.0264808189975598,616,0.144973605082647,616,0.0244962071624529,616,0.0168227519995153,616,0.0804389107485068,616,0.11452864971845,616,0.079686720774626,616,0.01658359003983,616,0.302756781396005,616,0.209898922212534,616,0.0123504872495735,616,0.00102315791801544,616,0.0754649775316418,616,0.120989572191697,616,0.0714921445944642,616,0.0252211200629521,616,0.170806180505372,616,0.146123735137872,616,0.146987850799569,616,0.502268453581519,616,0.0351884966049729,616,0.00722637926920455,616,0.111820637020556,616,0.189304885450416,616,0.0173497941569124,616,0.193466256058988,616,0.0491677741038591,616,0.114887618666365,616,0.519380462282455,616,0.131671406637581
"125",621,0.0767802508882428,621,0.000787799946953327,621,0.28769895636806,621,0.33028137747197,621,0.0135083296163523,621,0.174711276128826,621,0.177463957046554,621,0.152549115263428,621,0.103403874060175,621,0.198523343243368,621,0.326427406704891,621,0.195297325500553,621,0.0588036492976631,621,0.101265637268852,621,0.350324837814083,621,0.197260793860393,621,0.351738052713111,621,-0.00126874321638026,621,0.18937592533546,621,0.36777862433447,621,0.229048253207421,621,0.0774802099694921,621,0.0676907257608306,621,0.0530415970121006,621,0.281421990008441,621,0.109691972319887,621,0.00069244128911361,621,0.220249810206779,621,0.232295967752676,621,0.177704700787732,621,0.0556297930458894,621,-0.00114253249341156,621,0.0273493610553331,621,0.0239554368607404,621,0.189991959156223,621,0.157156102310305,621,0.0869864053006559,621,0.201162141826335,621,0.0158400403715701,621,0.0292860949932953,621,0.111669781521996,621,0.0474185617380098,621,0.0920639447799761,621,0.197641008273766,621,0.291879118413441,621,0.0136185195813965,621,0.0184701214006134,621,0.00507940766238646,621,0.0231549088663313,621,-0.0010367075406954,621,0.110097020445116,621,0.439507080662186,621,0.21569951454713,621,0.263095901726038,621,0.109068322009422,621,0.0613884797569811,621,0.185603426913994,621,0.174402822205229,621,0.0696849064414321,621,0.0937602370062204,621,0.0201895170906046,621,0.138097033832184,621,0.0188467309535958,621,0.0163774065391636,621,0.0788364236804884,621,0.0990807636112204,621,0.0714818540895343,621,0.0137111799268003,621,0.295328893888716,621,0.203418030368879,621,0.0121572889537147,621,0.00373669280431377,621,0.0765324997087851,621,0.115011292851782,621,0.0712969149011496,621,0.0240547910372775,621,0.171214646454959,621,0.133397505855213,621,0.140385252354745,621,0.496735082623168,621,0.0331961647700548,621,0.00961009361665677,621,0.101190272915169,621,0.174857970396557,621,0.0174916529650568,621,0.188630522899863,621,0.0470957249088239,621,0.107639334534742,621,0.509275589418568,621,0.128456624133084
"126",626,0.0695484872427967,626,0.000714192238809974,626,0.286428673960643,626,0.32729806516013,626,0.012993615804365,626,0.169306605057668,626,0.173160591182727,626,0.150305127758981,626,0.104734644237879,626,0.195229010729389,626,0.321920103174445,626,0.184008391058256,626,0.0575102401725067,626,0.101913671443152,626,0.343413962133158,626,0.196780862805865,626,0.334332879069258,626,-0.00128725695666931,626,0.184562878655971,626,0.364998118034895,626,0.222997295366842,626,0.0751864815934926,626,0.057034417434917,626,0.0501455027484214,626,0.274621727537236,626,0.109991972095572,626,0.000580833156984761,626,0.21897450611703,626,0.225009963405969,626,0.175828699856487,626,0.052110677759077,626,-0.00131756932046678,626,0.0262163985447709,626,0.0253909525293883,626,0.185231542380069,626,0.154979585505913,626,0.0885225173786248,626,0.200247345518015,626,0.0147544602094105,626,0.0300472168048855,626,0.107956240151331,626,0.0437211375700872,626,0.0964963056567456,626,0.197904370762565,626,0.282355161501674,626,0.0094331425327413,626,0.0184316044162843,626,0.00342648682096436,626,0.0227346463471166,626,-0.00114540493333104,626,0.108306757568657,626,0.43855547993759,626,0.212002003489423,626,0.260093377438247,626,0.107713520214369,626,0.0619106356953759,626,0.183944559870636,626,0.167658418369922,626,0.0664205646927704,626,0.0927476886806381,626,0.0156071818030067,626,0.130816259144688,626,0.0140712940518791,626,0.0170772439670894,626,0.0760128760683995,626,0.0827901098898827,626,0.06442789212571,626,0.0106738512676139,626,0.289041065407605,626,0.193945105119849,626,0.0113410308389348,626,0.007282800801101,626,0.0778705046411782,626,0.109156278125085,626,0.0688317006912718,626,0.0230705561961565,626,0.172158287993699,626,0.120626150004126,626,0.136835247827189,626,0.491987849028769,626,0.0309848243023445,626,0.0118504313353771,626,0.0899993735742,626,0.158997428271851,626,0.0178915443117446,626,0.183512573714352,626,0.0446113333101253,626,0.10026200866362,626,0.499248254506736,626,0.12388274658054
"127",631,0.0636931230987177,631,0.000750010803120205,631,0.284411935198212,631,0.329243512418408,631,0.0140929895192311,631,0.165065403434548,631,0.169913827616245,631,0.151728622950888,631,0.105227624450035,631,0.193496833373395,631,0.318552763128761,631,0.172545424490879,631,0.0575477179187742,631,0.102015036318261,631,0.339025155569592,631,0.196341142062775,631,0.317917180338102,631,-0.00123492808678805,631,0.180248866809216,631,0.365134631249407,631,0.218119864254898,631,0.0739313440783452,631,0.0477069500440594,631,0.0462165027132282,631,0.267646957466467,631,0.109520533176826,631,0.000447256174679223,631,0.219846925656394,631,0.219725967176514,631,0.174320214267031,631,0.0511557370092229,631,-0.00141292006234917,631,0.0261164284314751,631,0.0270168981106106,631,0.183839651480298,631,0.153740192975271,631,0.0885765699623827,631,0.196650879760243,631,0.0141866737998496,631,0.0297074179877264,631,0.105158937093405,631,0.0390704380991199,631,0.0980203291133249,631,0.197467465146703,631,0.276481196819891,631,0.0053598537776407,631,0.0181462825093188,631,0.00200421895666092,631,0.0197087559207818,631,-0.00121380574719754,631,0.106165976820826,631,0.43677884336483,631,0.207582013551268,631,0.259068074410864,631,0.104595164365817,631,0.0624603456013908,631,0.181981998089662,631,0.162336096438474,631,0.0652102925853553,631,0.0923466007983774,631,0.0120315382185134,631,0.124755065472877,631,0.0104617077760334,631,0.0165178248904222,631,0.0737449720527475,631,0.0681771400080846,631,0.0584449134199313,631,0.00965293233788267,631,0.282302820658306,631,0.186514601861245,631,0.0114998294965422,631,0.0117198009100921,631,0.0780773060271328,631,0.102297407174144,631,0.0685231616735226,631,0.022188251967044,631,0.170023181128124,631,0.109685330078473,631,0.133460860570242,631,0.489630118700527,631,0.0291255423472279,631,0.0146629863575221,631,0.0813887459982925,631,0.142244942936279,631,0.0190384363941566,631,0.177919981026339,631,0.0430683416210081,631,0.0926544117370105,631,0.49028404679603,631,0.12052365784273
